title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Forest resources of Oregon	Oregon State Board of Forestry. Oregon. State agricultural college, Corvallis. School of forestry. Pacific Northwest Forest Experiment Station (Portland, Or.)	Oregon State board of forestry;	1943		google	MIU	https://catalog.hathitrust.org/Record/1507241	Full View
The one-dimensional time-dependent interaction of a satellite with the ionospheric plasma	Stone, Nobie H. Sheldon, John W. (John William), joint author. George C. Marshall Space Flight Center.	National Aeronautics and Space Administration; [for sale by the Clearinghouse for Federal Scientific and Technical Information, Springfield, Va.]	1970		google	UIUC	https://catalog.hathitrust.org/Record/1520764	Limited View
Symphony no. 2, for orchestra	Finney, Ross Lee, 1906-1997 Library of Congress. Serge Koussevitzky Music Foundation.	Henmar Press; sole selling agents: C. F. Peters Corp.,	1959		google	MIU	https://catalog.hathitrust.org/Record/1533610	Limited View
A report on hemoglobinuric fever in the Canal Zone	Deeks, W. E. (William Edgar), 1866-1931. James, William McC. Isthmian Canal Commission (U.S.)	I.C.C. Press, Quartermaster's Dept.,	1911		google	NRLF	https://catalog.hathitrust.org/Record/1585011	Limited View
Effect of nurse staffing on satisfactions with nursing care	Abdellah, Faye G. Levine, Eugene. joint author. United States. Public Health Service. Division of Nursing.	American Hospital Association	1958		google	OSU	https://catalog.hathitrust.org/Record/1631988	Limited View
Approximations, with special emphasis on spline functions	Schoenberg, I. J. University of Wisconsin. Mathematics Research Center (United States. Army)	Academic Press,	1969		google	UCSC	https://catalog.hathitrust.org/Record/1661739	Limited View
Contributions to nonlinear functional analysis	Symposium on Nonlinear Functional Analysis, Madison, Wis., 1971 Zarantonello, Eduardo H., ed Mathematics Research Center (United States. Army)	Academic Press,	1971		google	UCSC	https://catalog.hathitrust.org/Record/1661742	Limited View
Cotton and grain futures acts, commodity exchange and warehouse acts, and other laws relating thereto	United States. United States. Congress. House.	U.S. Govt. Print. Off.			google	MIU	https://catalog.hathitrust.org/Record/1719473	Full View
Comparisons of the reading and spelling achievement and quality of handwriting of groups of English, Scottish, and American children	Anderson, Irving Howard, 1908- United States. Office of Education. University of Michigan.	University of Michigan	1964		google	MIU	https://catalog.hathitrust.org/Record/1733132	Limited View
A feasibility study of the recreation and tourism development potential of Lake Thunderhead and Putnam County, Missouri. Prepared for the Economic Development Administration, U.S. Dept. of Commerce	Peat, Marwick, Livingston & Co. United States. Economic Development Administration.		1969		google	MIU	https://catalog.hathitrust.org/Record/1881696	Limited View
Sex differences in achievement motivation of able high school students	Pierce, James V United States. Office of Education.	University of Chicago, Quincy Youth Development Project,	1961		google	MIU	https://catalog.hathitrust.org/Record/1882999	Full View
Television education in elementary school speech improvement	Gordon, Morton J United States. Office of Education.		1961		google	MIU	https://catalog.hathitrust.org/Record/1883577	Limited View
A report	Research Development Seminar in the Teaching of English, New York University, 1963. Rosenblatt, Louise M. (Louise Michelle) ed. United States. Office of Education.		1963		google	MIU	https://catalog.hathitrust.org/Record/1883706	Full View
Evaluation of the Madison project method of teaching in arithmetic situations, grades 4, 5, and 6.	Bowin, William F United States. Office of Education. Syracuse (N.Y.) Board of Education. University of the State of New York.	New York State Dept. of Education and Board of Education, City School District [Syracuse]	1963		google	MIU	https://catalog.hathitrust.org/Record/1883871	Full View
School and community factors in employment success of trade and industry course graduates	Altman, James W. (James William) Morrison, Edward J, joint author. United States. Office of Manpower Policy, Evaluation, and Research. Institute for Performance Technology.	Institute for Performance Technology, American Institutes for Research,	1966		google	MIU	https://catalog.hathitrust.org/Record/1884031	Limited View
A study to identify the content of linguistically based grammar instruction of a junior high school	Kelley, Ruby M United States. Office of Education. Connecticut. State Dept. of Education. Westport (Conn.) Board of Education.		1963		google	MIU	https://catalog.hathitrust.org/Record/1884128	Full View
Changes in critical thinking ability, attitudes, and values associated with college attendance	Lehmann, Irvin J. Dressel, Paul L. (Paul Leroy), 1910-1989. United States. Office of Education. Michigan State University.	Michigan State University,	1963		google	MIU	https://catalog.hathitrust.org/Record/1885209	Full View
Potentials for expanding agricultural business in the Tennessee Valley region; ...	National Fertilizer Development Center (U.S.) Tennessee River Valley Association.	National Fertilizer Development Center, Tennessee Valley Authority]	1969		google	MIU	https://catalog.hathitrust.org/Record/1889350	Limited View
Yellow Creek watershed, Mississippi	Jolly, W W Tennessee Valley Authority.	Tennessee Valley Authority,	1953		google	MIU	https://catalog.hathitrust.org/Record/1889439	Full View
Simplified spelling	Simplified spelling board. United States. Government Printing Office. United States. President (1901-1909 : Roosevelt)	Gov't print. off.	1906		google	MIU	https://catalog.hathitrust.org/Record/1903079	Limited View
Khamhaikān khō̜ng Dō̜.Rō̜. Pūai čhāk kānsư̄p phayān rư̄ang sitthi manutsayachon nai Prathēt Thai khō̜ng Khana ʻAnukammakān wādūai ʻOngkān Rawāngprathēt Khana Kammakān Withētsamphan, Saphā Phuthǣn Ratsadō̜n hǣng Ratthasaphā thī 95, Saharat ʻAmērikā 20 mithunāyon 2520	Puey Ungphakorn. United States. Congress. House. Committee on International Relations. Subcommittee on International Organizations.	Sanuk Nưk : čhatčhamnāi dōi Khlet Thai,	1981		google	MIU	https://catalog.hathitrust.org/Record/1942850	Limited View
Bibliography of the Colonial National Historical Park's unpublished archeological reports	Wittkofski, J. Mark. Colonial National Historical Park (Agency : U.S.)	Dept. of Conservation and Historic Resources, Division of Historic Landmarks, Virginia Research Center for Archaeology,	1982		google	MIU	https://catalog.hathitrust.org/Record/1953208	Limited View
Manuscripts at the National Anthropological Archives	Wittkofski, J. Mark. Virginia Research Center for Archaeology. National Anthropological Archives.	Virginia Division of Historic Landmarks, Research Center for Archaeology,	1985		google	MIU	https://catalog.hathitrust.org/Record/1954949	Limited View
The development of achievement measures for trade and technical education	Baldwin, Thomas S. United States. Office of Education. Bureau of Research.	U.S. Office of Education, Bureau of Research,	1970		google	MIU	https://catalog.hathitrust.org/Record/1974162	Limited View
A master plan for the development of vocational-technical education in New Mexico	Sterling Institute (Washington, D.C.) United States. Economic Development Administration.		1969		google	MIU	https://catalog.hathitrust.org/Record/1974218	Limited View
The development of a planned program for teaching musicianship in the high school choral class	Linton, Stanley. United States. Office of Education. Bureau of Research.	U. S. Office of Education, Bureau of Research,	1967		google	MIU	https://catalog.hathitrust.org/Record/1980376	Limited View
International Seminar on Teacher Education in Music, August 8-18, 1966, the University of Michigan, Ann Arbor, Michigan	International Seminar on Teacher Education in Music, Ann Arbor, Mich., 1966. University of Michigan. School of Music. United States. Office of Education.	University of Michigan,	1967		google	MIU	https://catalog.hathitrust.org/Record/1980391	Limited View
Introduction to braille music transcriptions	De Garmo, Mary Turner. Library of Congress. Division for the Blind and Physically Handicapped.	Division for the Blind and Physically Handicapped, Library of Congress,	1974		google	MIU	https://catalog.hathitrust.org/Record/1980595	Limited View
Five-year completion report for Project no. 8	Alabama. Division of Forestry. Tennessee Valley Authority. Division of Forestry Relations.		1952		google	MIU	https://catalog.hathitrust.org/Record/2008114	Full View
Firestop	United States. Forest Service. California Region. California. Division of Forestry.		1956		google	UMN	https://catalog.hathitrust.org/Record/2008194	Full View
Standard computations for permanent sample plots, as recommended for use in western Washington	Puget Sound Research Center Advisory Committee. Pacific Northwest Forest and Range Experiment Station (Portland, Or.)	U.S. Dept. of Agriculture, Forest Service, Pacific Northwest Forest and Range Experiment Station,	1954		google	MIU	https://catalog.hathitrust.org/Record/2015149	Full View
A study of the movement of moisture in soils based on data collected by the Bureau of Irrigation Investigations of the United States Department of Agriculture co-operating with the Texas Board of Water Engineers	Rockwell, William Lincoln, 1860- Texas Board of Water Engineers. United States. Office of Experiment Stations.		1948		google	MIU	https://catalog.hathitrust.org/Record/2016029	Full View
Fluid resin technic of processing denture bases	Miller, Charles D. Hall, Gaylord L. USAF School of Aerospace Medicine.	USAF School of Aerospace Medicine , Aerospace Medical Division (AFSC),	1968		google	UIUC	https://catalog.hathitrust.org/Record/2031305	Limited View
[Report] November 9-13, 1964, Western Psychiatric Institute and Clinic, University of Pittsburgh. Sponsored by University of Pittsburgh, School of Nursing, Department of Psychiatric Nursing, and National Institute of Mental Health	Work Conference in Graduate Education in Psychiatric-Mental Health Nursing, Pittsburgh, 1964. National Institute of Mental Health (U.S.) University of Pittsburgh. Dept. of Psychiatric Nursing.		1964		google	MIU	https://catalog.hathitrust.org/Record/2066416	Limited View
High school and beyond, 1980	Inter-university Consortium for Political and Social Research. National Center for Education Statistics.	Inter-university Consortium for Political and Social Research,	1986		google	MIU	https://catalog.hathitrust.org/Record/2141496	Limited View
High school and beyond, 1980	Inter-university Consortium for Political and Social Research. National Center for Education Statistics.	Inter-university Consortium for Political and Social Research,	1984		google	MIU	https://catalog.hathitrust.org/Record/2141497	Limited View
Census of population and housing, [1980] (United States)	Inter-university Consortium for Political and Social Research. United States. Bureau of the Census	Inter-university Consortium for Political and Social Research,	1982		google	MIU	https://catalog.hathitrust.org/Record/2141794	Limited View
Census of population and housing, 1980 (United States)	Inter-university Consortium for Political and Social Research. United States. Bureau of the Census	Inter-university Consortium for Political and Social Research,	1985		google	MIU	https://catalog.hathitrust.org/Record/2141797	Limited View
United States Geological Survey Digital cartographic data standards	Inter-university Consortium for Political and Social Research. Geological Survey (U.S.)	Inter-university Consortium for Political and Social Research,	1988		google	MIU	https://catalog.hathitrust.org/Record/2141878	Limited View
Geographic Names Information System	Inter-university Consortium for Political and Social Research. Geological Survey (U.S.)	Inter-university Consortium for Political and Social Research,	1988		google	MIU	https://catalog.hathitrust.org/Record/2141879	Limited View
Geographic Names Information System	Inter-university Consortium for Political and Social Research. Geological Survey (U.S.)	Inter-university Consortium for Political and Social Research,	1988		google	MIU	https://catalog.hathitrust.org/Record/2141880	Limited View
Matisse in Morocco	Cowart, Jack. National Gallery of Art (U.S.)	National Gallery of Art,	1990		google	UCSD	https://catalog.hathitrust.org/Record/2165533	Limited View
Possible effects of selected educational policies and programs on income size and distribution in the industrial sector of Peru	White, Harry Robert. United States. Office of Education.	Comparative Education Center, School of Education, Stanford University,	1964		google	MIU	https://catalog.hathitrust.org/Record/2241065	Limited View
Timber ownership and lumber production in the Inland empire	Mason, David Townsend, 1883-1973. Western Pine Manufacturers Association (Portland, Or.) United States. Forest Service.	The Western Pine Manufacturerers Association,	1920		google	OSU	https://catalog.hathitrust.org/Record/2244131	Full View
Consolidated Federal Funds Report (CFFR), Fiscal year 1988	Inter-university Consortium for Political and Social Research. United States. Bureau of the Census	Inter-university Consortium for Political and Social Research,	1990		google	MIU	https://catalog.hathitrust.org/Record/2439562	Limited View
Complex mixtures and cancer risk	Vainio, H. (Harri), 1947- McMichael, Andrew J. Sorsa, Marja. International Agency for Research on Cancer. National Institute of Environmental Health Sciences. Työterveyslaitos.	International Agency for Research on Cancer,	1990		google	UIUC	https://catalog.hathitrust.org/Record/2444893	Limited View
High school and beyond, 1980	Inter-university Consortium for Political and Social Research. National Center for Education Statistics.	Inter-university Consortium for Political and Social Research,	1990		google	MIU	https://catalog.hathitrust.org/Record/2469987	Limited View
The hidden discriminator	Campbell, Patricia B. Women's Educational Equity Act Program (U.S.)	Women's Educational Equity Act Program,	1989		google	MIU	https://catalog.hathitrust.org/Record/2498860	Limited View
Impact of global climatic changes on photosynthesis and plant productivity	Abrol, Y. P., 1935- United States. Dept. of Agriculture. Far Eastern Regional Research Office Indian Council of Agricultural Research	Oxford & IBB Publishing Co.,	1991		google	UCSD	https://catalog.hathitrust.org/Record/2600338	Limited View
Fixed-aspect hydroacoustic estimation of Fraser River sockeye salmon abundance and distribution at Mission, B.C., in 1986	Levy, D. A. (David Alan), 1952- Cheng, Peter Nealson, Patrick A Pacific Salmon Commission	Pacific Salmon Commission,	1991		google	UVA	https://catalog.hathitrust.org/Record/2647547	Limited View
Hydroacoustic estimation of sockeye salmon abundance and distribution in the Strait of Georgia, 1986	Levy, D. A. (David Alan), 1952- Burczynski, Janusz J Ransom, Bruce Pacific Salmon Commission	Pacific Salmon Commission,	1991		google	UVA	https://catalog.hathitrust.org/Record/2647548	Limited View
Hydroacoustic estimation of Fraser River pink salmon abundance and distribution at Mission, B.C., in 1987	Cheng, Peter Nealson, Patrick A Levy, D. A. (David Alan), 1952- Pacific Salmon Commission	Pacific Salmon Commission,	1991		google	UVA	https://catalog.hathitrust.org/Record/2647549	Limited View
The U. S. lighthouse personnel 1821-1902, Record Group 26, U. S. Coast Guard, NNFJ, the National Archives, Washington, D. C.	Lail, Gladys E. Baker, O. Kenneth. United States. National Archives and Records Service. National Archives Volunteers (U.S.)	National Archives Volunteers,	1984		google	MIU	https://catalog.hathitrust.org/Record/2742551	Limited View
Michigan in United States census reports, 1800-1980	Schulze, Suzanne. United States. Bureau of the Census	S. Schulze,	1985		google	MIU	https://catalog.hathitrust.org/Record/2743621	Limited View
Information resources for archivists and records administrators	Walch, Victoria Irons, 1950- United States. National Historical Publications and Records Commission. National Association of Government Archives and Records Administrators.	The Association,	1987		google	MIU	https://catalog.hathitrust.org/Record/2744464	Limited View
The future of the Great Lakes forest region	Flader, Susan. Jordahl, Harold C., 1926- Bonnicksen, Thomas M. Upper Great Lakes Regional Commission (U.S.) Forest History Society.	Forest History Society,	1980		google	MIU	https://catalog.hathitrust.org/Record/2744467	Limited View
Directory of archives and manuscript repositories in the United States	United States. National Historical Publications and Records Commission.	Oryx Press,	1988		google	MIU	https://catalog.hathitrust.org/Record/2744582	Limited View
"Statement made by the Indians"	Nichols, John (John D.) University of Western Ontario. Centre for Research and Teaching of Canadian Native Languages. United States. Office of Indian Affairs.	Centre for Research and Teaching of Canadian Native Languages, University of Western Ontario,	1988		google	MIU	https://catalog.hathitrust.org/Record/2746078	Limited View
Summary proceedings, Transportation in the Great Lakes Region	Transportation in the Great Lakes Region (1975 : Romulus, Mich.) United States. Great Lakes Basin Commission. Standing Committee on Transportation.	The Commission,	1976		google	MIU	https://catalog.hathitrust.org/Record/2746202	Limited View
Ground-water investigations of the Marquette iron-mining district, Michigan	Stuart, Wilbur Tennant, 1909- Rhodehamel, Edward Charles. Brown, E. A. Geological Survey (U.S.) Michigan. Geological survey Division.	Michigan Dept. of Conservation, Geological Survey Division,	1954		google	MIU	https://catalog.hathitrust.org/Record/2747830	Full View
Ground-water hydrology and glacial geology of the Kalamazoo area, Michigan	Deutsch, Morris, 1925- Giroux, P. R. Vanlier, Kenneth Eugene, 1924- Geological Survey (U.S.) Michigan. Geological Survey Division.	State of Michigan, Dept. of Conservation, Geological Survey Division,	1960		google	MIU	https://catalog.hathitrust.org/Record/2747832	Full View
An appraisal of potentials for outdoor recreational development, Lapeer County, Michigan	Lapeer County Soil Conservation District. United States. Soil Conservation Service.	The District,	1967		google	MIU	https://catalog.hathitrust.org/Record/2747885	Limited View
Ground water in Gogebic County, Michigan	Doonan, C. J. Hendrickson, G. E. (Gerth Edison), 1916- Michigan. Geological Survey Division. Geological Survey (U.S.)	Michigan Geological Survey,	1968		google	MIU	https://catalog.hathitrust.org/Record/2747888	Limited View
Special flood hazard information report, Huron River, Ann Arbor-Ypsilanti, Michigan and vicinity	United States. Army. Corps of Engineers. Detroit District. Huron River Watershed Council. Michigan. Water Resources Commission.	Corps of Engineers,	1976		google	MIU	https://catalog.hathitrust.org/Record/2747922	Limited View
