title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Eli Lilly & Co. v. Staats	United States of America Contributor	United States Court of Appeals for the Seventh Circuit,	1977		google	UIUC	https://catalog.hathitrust.org/Record/102454875	Limited View
The League of Nations, intellectual co-operation program	Library of Congress. General Reference and Bibliography Division.	[s.n.]	1945		google	UCBK	https://catalog.hathitrust.org/Record/102460650	Full View
Proceedings	River Recreation Management and Research Symposium (1977 : Minneapolis, Minn.) Backcountry River Recreation Management Research Project.	The Station,	1977	A 13.88:NC-28	google	UCBK	https://catalog.hathitrust.org/Record/102460019	Full View
Historian's procedures manual	Historic American Buildings Survey.	HABS, National Park Service, U.S. Dept. of the Interior,	1983		google	UCBK	https://catalog.hathitrust.org/Record/102460015	Full View
Dictionary of military terms	United States. Department of Defense.	Greenhill Books ; Presidio Press,	1991		google	UCBK	https://catalog.hathitrust.org/Record/102460477	Limited View
The location and racial composition of public housing in the United States	Goering, John M. Richardson, Todd. Kamely, Ali. United States. Department of Housing and Urban Development. Office of Policy Development and Research.	U.S. Dept. of Housing and Urban Development, Office of Policy Development and Research,	1994		google	UCBK	https://catalog.hathitrust.org/Record/102460033	Full View
A passive flow measurement system for storm and combined sewers	Foreman, K. M. United States. Environmental Protection Agency. Office of Research and Development. Grumman Aerospace Corporation.	U.S. Environmental Protection Agency, Office of Research and Development, Municipal Environmental Research Laboratory ; for sale by the National Technical Information Service,	1976	EP 1.23/2:600/2-76-115	google	UIUC	https://catalog.hathitrust.org/Record/102463999	Full View
A mathematical model for a trickling filter	Smith, Robert. Roesler, Joseph F.	Robert A. Taft Water Research Center,	1969		google	UIUC	https://catalog.hathitrust.org/Record/102464001	Full View
Alum addition to activated sludge with tertiary solids removal	Hais, Alan B United States. Environmental Protection Agency. Office of Research and Monitoring.	For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102464002	Limited View
Quality assurance for portland cement concrete	DiCocco, John B New York (State). Engineering Research and Development Bureau. United States. Federal Highway Administration.	U.S. Federal Highway Administration,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102464006	Limited View
Mechanical design		The Dept.,	1959		google	UIUC	https://catalog.hathitrust.org/Record/102464008	Full View
Nicaragua v. United States of America	United States. International Court of Justice. United States. Dept. of State.	U.S. Dept. of State?,	1984		google	UIUC	https://catalog.hathitrust.org/Record/102464069	Full View
The availability of ground water in western Montgomery County, Maryland	Otton, E. G. (Edmond George), 1918- Geological Survey (U.S.)	Dept. of Natural Resources, Maryland Geological Survey,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102464128	Limited View
Ground water in the Halifax area, North Carolina	Mundorff, Maurice John, 1910- Geological Survey (U.S.) North Carolina. Division of Mineral Resources.	[Dept. of Conservation and Development],	1946		google	UIUC	https://catalog.hathitrust.org/Record/102464132	Limited View
Geology and ground-water resources in the Greenville area, North Carolina	Brown, Philip M. (Philip Monroe), 1922- Geological Survey (U.S.) North Carolina. Division of Mineral Resources.		1959		google	UIUC	https://catalog.hathitrust.org/Record/102464133	Limited View
Cretaceous Ostracoda from wells in the southeastern United States	Swain, Frederick M. (Frederick Morrill), 1916-2008. Brown, Philip M. (Philip Monroe), 1922- Geological Survey (U.S.)		1964		google	UIUC	https://catalog.hathitrust.org/Record/102464136	Limited View
The automobile cycle	United States. Office of Solid Waste Management Programs.	U.S. Environmental Protection Agency, for sale by Supt. of Docs., U.S. Govt. Print. Off.,	1972		google	UIUC	https://catalog.hathitrust.org/Record/102464158	Limited View
U.S. census of population and housing	United States. Bureau of the Census.	U.S. Govt. Print. Off.,	1961		google	UIUC	https://catalog.hathitrust.org/Record/102463941	Limited View
Periodical holdings list	National Institute of Education (U.S.). Education Research Library	U.S. Dept. of Health, Education, and Welfare, National Institute of Education, Education Research Library,	1976	HE 19.202:P 41	google	UIUC	https://catalog.hathitrust.org/Record/102464506	Full View
Code of fair competition for the cotton textile industry as approved on July 9, 1933, by President Roosevelt	United States. National Recovery Administration.	U.S. Govt. Print. Off.,	1934		google	UIUC	https://catalog.hathitrust.org/Record/102465163	Limited View
Long and medium wave broadcasting stations of the world	United States. Central Intelligence Agency.		1946		google	UIUC	https://catalog.hathitrust.org/Record/102465494	Limited View
Long and medium wave broadcasting stations of the world	United States. Central Intelligence Agency.		1948		google	UIUC	https://catalog.hathitrust.org/Record/102465495	Limited View
Report on the national defense training program, March 17, 1941 ...	United States. Office of Education. United States. Federal Security Agency	Federal Security Agency, U.S. Office of Education,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102465499	Full View
Reduction of volatile organic compound emissions from automobile refinishing	Athey, Carol. United States. Environmental Protection Agency. Control Technology Center.	Control Technology Center, U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102465768	Full View
Municipalities, small business, and agriculture : the challenge of meeting environmental repsonsibilities : report to Lee M. Thomas	United States. Environmental Protection Agency. Office of Policy, Planning and Evaluation.	U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102465987	Full View
A Method for wetland functional assessment .	Adamus, Paul R. Center for Natural Areas. United States. Federal Highway Administration. Offices of Research and Development.	U.S. Dept. of Transportation, Federal Highway Administration, Offices of Research and Development : [Supt. of Docs., U.S. G.P.O., distributor],	1983		google	UIUC	https://catalog.hathitrust.org/Record/102465989	Limited View
An earth heat sink concept for underground power sources	Garg, S. C.	Naval Civil Engineering Laboratory ; Distributed by National Technical Information Service, U.S. Dept. of Commerce,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102465991	Full View
Environmental health and toxicology	Bonzo, Sandra E. Deck, Kathryn S. Information Resources Management Group. Public Health Service. United States. Dept. of Health and Human Services. Centers for Disease Control (U.S.) Center for Environmental Health and Injury Control (U.S.)	U.S. Dept. of Health and Human Services,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102465993	Full View
Environmental cost accounting for chemical & oil companies	Shields, David. Heller, Miriam. Beloff, Beth. United States. Environmental Protection Agency.	Environmental Protection Agency?,	1995		google	UIUC	https://catalog.hathitrust.org/Record/102466000	Full View
Collection and screening of microalgae for lipid production	United States. Dept. of Energy. Solar Energy Research Institute (U.S).	Solar Energy Research Institute,	1987		google	UIUC	https://catalog.hathitrust.org/Record/102466003	Full View
Waste minimization audit report	Freeman, Harry, 1943- Versar, Inc. Hazardous Waste Environmental Research Laboratory. United States. Environmental Protection Agency.	United States Environmental Protection Agency, Hazardous Waste Environmental Research Laboratory,	1986		google	UIUC	https://catalog.hathitrust.org/Record/102466004	Full View
The Determination of triazine pesticides in industrial and municipal wastewater	Longbottom, James E. Pressley, Thomas A. Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102466005	Full View
The Determination of dithiocarbamate pesticides in industrial and municipal wastewater	Longbottom, James E. Pressley, Thomas A. Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102466006	Full View
Machine coolant waste reduction by optimizing coolant life	Pallansch, Joseph. Washington Scientific Industries. Hazardous Waste Engineering Research Laboratory. Minnesota Technical Assistance Program. Minnesota Waste Management Board.	Hazardous Waste Engineering Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466007	Full View
Characterization of products containing lead and cadmium in municipal solid waste in the United States, 1970 to 2000	United States. Environmental Protection Agency. Municipal Solid Waste Program.	United States Environmental Protection Agency,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466008	Full View
Stream channel stability	Little, W. C. Murphey, J. B. USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466009	Full View
Stream channel stability	Seely, E. H. Little, W. C. Grissinger, E. H. USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466011	Full View
Stream bank stability	Su, Tsu-Yi, 1951- Wang, Shu-Yi. USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466012	Full View
Stream channel stability	Römkens, M. J. M. (Mathias J. M.) USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466013	Full View
Stream channel stability	Meyer, L. D. Harmon, W. C. USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466014	Full View
Guidelines for performing regulatory impact analysis	United States. Environmental Protection Agency. Office of Policy and Resource Management. Office of Policy Analysis.	U.S. Environmental Protection Agency,	1983		google	UIUC	https://catalog.hathitrust.org/Record/102466016	Full View
Evaluation of control technologies for hazardous air pollutants	Purcell, Robert Y. Shareef, Gunseli Sagun. Air and Energy Engineering Research Laboratory.	Air and Energy Engineering Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1986		google	UIUC	https://catalog.hathitrust.org/Record/102466019	Full View
An environmental source book on the photovoltaics industry	Lagemann, Robert C. Moskowitz, P. D. United States. Dept. of Energy. United States. Environmental Protection Agency. Office of Research Development. Brookhaven National Laboratory.	Brookhaven National Laboratory ; National Technical Information Service,	1987		google	UIUC	https://catalog.hathitrust.org/Record/102466020	Limited View
Findings of the chlorofluorocarbon chemical substitutes international committee	Nelson, Thomas P. Smith, N. Dean. Air and Energy Engineering Research Laboratory. United States. Environmental Protection Agency. Office of Air and Radiation. United States. Environmental Protection Agency. Office of Research and Development.	The Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466021	Full View
Household solvent products	Midwest Research Institute (Kansas City, Mo.) Westat, inc. United States. Environmental Protection Agency. Office of Pesticides and Toxic Substances.	U.S. Environmental Protection Agency,	1987		google	UIUC	https://catalog.hathitrust.org/Record/102466022	Full View
Mississippi River--Illinois waterway 12 foot channel study	United States. Army. Corps of Engineers.	The Corps,	1972		google	UIUC	https://catalog.hathitrust.org/Record/102466072	Limited View
Waste	Tennessee Valley Authority. Waste Technology Program. Tennessee Valley Authority. Environmental Education Program.	Tennessee Valley Authority, Environmental Education Program, Waste Technology Program,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466073	Full View
A Compendium of the Environmental Measurements Laboratory's research projects related to the Chernobyl Nuclear accident	Chieco, Nancy. Volchok, Herbert L. (Herbert Lee), 1926-1987. Environmental Measurements Laboratory (U.S.)	Environmental Measurements Laboratory ; Available from National Techical Information Service,	1986		google	UIUC	https://catalog.hathitrust.org/Record/102466104	Full View
Pollution prevention benefits manual	United States. Environmental Protection Agency.	U.S. Environmental Protection Agency,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466108	Full View
Innovative and alternative technology assessment manual	Municipal Environmental Research Laboratory. United States. Environmental Protection Agency. Office of Water Program Operations.	Office of Water Program Operations, U.S. Environmental Protection Agency ; Municipal Environmental Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1980	EP 2.28:53	google	UIUC	https://catalog.hathitrust.org/Record/3193673	Full View
Benefits of environmental auditing	Arthur D. Little, Inc. Center for Environmental Assurance. United States. Environmental Protection Agency.	Arthur D. Little, Inc., Center for Environmental Assurance,	1984		google	UIUC	https://catalog.hathitrust.org/Record/102466109	Full View
Recordkeeping guidance document for surface coating operations and the graphic arts industry	United States. Environmental Protection Agency. Stationary Source Compliance Division.	U.S. Environmental Protection Agency,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466114	Full View
Emulsified industrial oils recycling	Gabris, Tibor. Brinkman, Dennis W. Bartlesville Energy Technology Center.	United States Dept. of Energy, Bartlesville Energy Technology Center ; Available from the NTIS, U.S. Dept. of Commerce,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102466115	Full View
Chemistry of bottom sediments from the CAL-SAG Channel and the Des Plaines and Illinois Rivers between Joliet and Havana, Illinois	Argonne National Laboratory. Energy and Environmental Systems Division. Harrison, Wyman, 1931-	The Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466118	Full View
Geneseo Creek flood plain information, Geneseo, Illinois	United States. Army. Corps of Engineers. Rock Island District. Illinois. Dept. of Transportation.	The District,	1972		google	UIUC	https://catalog.hathitrust.org/Record/102466127	Full View
Isolation of kerogen from eastern gas bearing shale	Lamey, Steven C., Morgantown Energy Technology Center.	Morgantown Energy Technology Center,	1978		google	UIUC	https://catalog.hathitrust.org/Record/102466128	Limited View
Sediment quality criteria methodology validation	Neff, Jerry M. United States. Environmental Protection Agency. Office of Water Regulations and Standards. Criteria & Standards Division. Battelle Washington Environmental Program Office.	EPA,	1986		google	UIUC	https://catalog.hathitrust.org/Record/102466130	Full View
Abiotic reduction reactions of anthropogenic organic chemicals in anaerobic systems	Macalady, Donald L. Grundl, Timothy J. Tratynek, Paul G. Colorado School of Mines, Department of Chemistry/Geochemistry.	Colorado School of Mines, Department of Chemistry/Geochemistry,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102466131	Full View
Waste minimization in metal parts cleaning	Jacobs Engineering Group. United States. Environmental Protection Agency. Office of Solid Waste and Emergency Response.	United States Environmental Protection Agency,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466132	Full View
Extraction of chemical pollutants from industrial wastewaters with volatile solvents	Earhart, Jonathan P University of California, Berkeley. Dept. of Chemical Engineering. United States. Environmental Protection Agency. Robert S. Kerr Environmental Research Laboratory.	Robert S. Environmental Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1976	EP 1.23/2:600/2-76-220	google	UIUC	https://catalog.hathitrust.org/Record/102466133	Limited View
Reducing emissions from the wood furniture industry with waterborne coatings	VanNoordwyk, H. Acurex Corporation. Energy & Environmental Division. Industrial Environmental Research Laboratory (Cincinnati, Ohio)	Environmental Protection Agency, Office of Research and Development, Industrial Environmental Research Laboratory ; for sale by the National Technical Information Service,	1980		google	UIUC	https://catalog.hathitrust.org/Record/102466134	Full View
Removal and recovery of fluoborates and metal ions from electroplating wastewater	Liskowitz, John W. United States. Environmental Protection Agency. Office of Research and Development. New Jersey Institute of Technology. Hazardous Waste Engineering Research Laboratory.	U.S. Environmental Protection Agency, Hazardous Waste Engineering Research Laboratory,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102466141	Full View
Alternative treatment of organic solvents and sludges from metal finishing operations	Industrial Environmental Research Laboratory (Cincinnati, Ohio) Monsanto Research Corporation.	Industrial Environmental Research Laboratory,	1983		google	UIUC	https://catalog.hathitrust.org/Record/102466147	Full View
Household solvent products	Midwest Research Institute (Kansas City, Mo.) United States. Environmental Protection Agency. Office of Pesticides and Toxic Substances. Battelle Memorial Institute. Columbus Laboratories. Westat, inc.	The Agency,	1987		google	UIUC	https://catalog.hathitrust.org/Record/102466148	Full View
The weathering of brick	Hughes, Randall E. Bargh, Barbara L. Illinois State Geological Survey.	U.S. Geological Survey,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102466164	Full View
Feasibility report for hydropower, Starved Rock Lock and Dam Illinois waterway	United States. Army. Corps of Engineers. Rock Island District.	The District,	1983		google	UIUC	https://catalog.hathitrust.org/Record/102466166	Full View
Waste water treatment and reuse in a metal finishing job shop	Williams (S.K.) Company. Industrial Waste Treatment Research Laboratory. National Environmental Research Center (Cincinnati, Ohio)	National Environmental Research Center,	1974		google	UIUC	https://catalog.hathitrust.org/Record/102466173	Limited View
Recovery of spent sulfuric acid from steel pickling operations	United States. Environmental Protection Agency. Office of Technology Transfer.	EPA,	1978		google	UIUC	https://catalog.hathitrust.org/Record/102466175	Full View
Environmental pollution control alternatives		U.S. Environmental Protection Agency, Industrial Technology Division ; Center for Environmental Research Information,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102466176	Full View
Biological degradation of cyanide by nitrogen-fixing cyanobacteria	Gantzer, Charles J. Maier, Walter J. Minnesota Technical Assistance Program. Minnesota Waste Management Board. Hazardous Waste Engineering Research Laboratory.	Hazardous Waste Engineering Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466182	Full View
Metal removal/recovery using non-electrolytic metal recovery	Leak, Vance G. Natural Resources Research Institute. Hazardous Waste Engineering Research Laboratory. Minnesota Technical Assistance Program. Minnesota Waste Management Board.	Hazardous Waste Engineering Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466183	Full View
The Sangamon field experiments	Hicks, B. B. Argonne National Laboratory. Radiological and Environmental Research Division.	Argonne National Laboratory, Radiological and Environmental Research Division, Atmospheric Physics Section,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466229	Full View
An assessment of the geothermal resources of Illinois	Vaught, Tracy L. Gruy Federal, Inc. United States. Dept. of Energy. Division of Geothermal Energy.	The Division ; Available from the N.T.I.S.,	1980		google	UIUC	https://catalog.hathitrust.org/Record/102466245	Full View
Draft programmatic environmental impact statement	United States. Army. Corps of Engineers. Rock Island District.	The District,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466247	Full View
National evaluation of training and technical assistance (N.E.T.T.A.)	National Environmental Training Association (U.S.) United States. Environmental Protection Agency. Office of Solid Waste and Emergency Response.	United States Environmental Protection Agency, Office of Solid Waste and Emergency Response,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466248	Full View
Geomorphic investigations at the Carbon Dioxide site (11-Mo-594)	White, William P. Bonnell, Linda M.	University of Illinois at Urbana-Champaign,	1981	I 29.2/5:1991	google	UIUC	https://catalog.hathitrust.org/Record/102466254	Limited View
Geomorphic research conducted at the Fish Lake site (11-Mo-608)	White, William P. Bonnell, Linda M.	University of Illinois at Urbana-Champaign,	1983	I 29.2/5:2017	google	UIUC	https://catalog.hathitrust.org/Record/102466255	Limited View
Geomorphic investigations at the Range site (11-S-47) / by	White, William P. Bonnell, Linda M.	University of Illinois at Urbana-Champaign,	1981	I 29.2/5:1996	google	UIUC	https://catalog.hathitrust.org/Record/102466256	Limited View
Analyses of impacts of bottom sediments from Grand Calumet River and Indiana Harbor Canal on water quality	Brannon, James M. United States. Army. Corps of Engineers. United States. Army. Corps of Engineers. Chicago District. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466263	Full View
Review of future plans of the MAP3S precipitation chemistry network	Wesely, M. L., Artz, Richard S., author. McNaughton, D. J., author. United States. Department of Energy, sponsoring body. Argonne National Laboratory, issuing body.	U.S. Department of Commerce, National Technical Information Service Argonne National Lab.,	1990	E 1.28:ANL/ER-1	google	UIUC	https://catalog.hathitrust.org/Record/102466265	Full View
Recovery of metals using aluminum displacement	Meyers, Steven C. Bridges, James S. Minnesota Technical Assistance Program. Minnesota Waste Management Board. Hazardous Waste Engineering Research Laboratory.	Hazardous Waste Engineering Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466266	Full View
Airport vicinity air pollution model	Wang, I. T.	Energy and Environmental Systems Division, Argonne National Laboratory,	1976		google	UIUC	https://catalog.hathitrust.org/Record/102464326	Full View
Income and living costs in Alaska in 1943-1945	United States. Bureau of Labor Statistics. Paro, Pauline Beatrice.		1948		google	UIUC	https://catalog.hathitrust.org/Record/102465270	Full View
Water quality act of 1965 (P.L. 89-234)	Barnhill, John T.	U.S. Dept. of Health, Education, and Welfare, Office of the Under Secretary	1965		google	UIUC	https://catalog.hathitrust.org/Record/102465990	Full View
Determination of neutral nitrogen-containing pesticides in industrial and municipal wastewaters	Warner, J. S. (John Scott), 1928- Mondron, P. J. Engel, Tina M. Battelle Memorial Institute. Columbus Laboratories. Environmental Monitoring and Support Laboratory (Cincinnati, Ohio)	U.S. Environmental Protection Agency, Environmental Monitoring and Support Laboratory,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102465994	Full View
Determination of diphenylamine in industrial and municipal wastewaters	Warner, J. S. (John Scott), 1928- Mondron, P. J. Engel, Tina M. Battelle Memorial Institute. Columbus Laboratories. Environmental Monitoring and Support Laboratory (Cincinnati, Ohio)	U.S. Environmental Protection Agency, Environmental Monitoring and Support Laboratory,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102465995	Full View
The Determination of oryzalin in municipal and industrial wastewaters	Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,			google	UIUC	https://catalog.hathitrust.org/Record/102465996	Full View
Determination of rotenone in industrial and municipal wastewaters	Warner, J. S. (John Scott), 1928- Mondron, P. J. Engel, Tina M. Battelle Memorial Institute. Columbus Laboratories. Environmental Monitoring and Support Laboratory (Cincinnati, Ohio)	U.S. Environmental Protection Agency, Environmental Monitoring and Support Laboratory,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102465997	Full View
The Determination of bensulide in municipal and industrial wastewater	Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,			google	UIUC	https://catalog.hathitrust.org/Record/102465998	Full View
Determination of volatile pesticides in municipal and industrial wastewaters by gas chromatography	Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102465999	Full View
Stream channel stability	Bowie, A. J. USDA Sedimentation Laboratory (Oxford, Miss.) United States. Army. Corps of Engineers. Vicksburg District.	USDA Sedimentation Laboratory,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102466010	Full View
Guidelines for waste reduction and recycling	Oregon. Dept. of Environmental Quality. Oregon. Hazardous Waste Reduction Program.	Oregon Dept. of Environmental Quality,	1989		google	UIUC	https://catalog.hathitrust.org/Record/102466165	Full View
Determination of organic compounds in drinking water by liquid-solid extraction and capillary column gas chromatography/mass spectrometry	Budde, William L. Behymer, Thomas David, 1959- Eichelberger, James William, 1938- Environmental Monitoring and Support Laboratory (Cincinnati, Ohio) United States. Environmental Protection Agency. Office of Research and Development.	U.S. Environmental Protection Agency,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102466246	Full View
Design and development of a hazardous waste reactivity testing protocol	Wolbach, C. D. Spannagel, U. B. (Ursula B.) Whitney, R. R. (Richard R.) Municipal Environmental Research Laboratory.	U.S. Environmental Protection Agency, Municipal Environmental Research Laboratory : Center for Environmental Research Information [distributor],	1984		google	UIUC	https://catalog.hathitrust.org/Record/102466253	Full View
Some problems of the small home	Taylor, James S. United States. Bureau of Standards.	[publisher not identified],	1930		google	UIUC	https://catalog.hathitrust.org/Record/102466346	Full View
Feeding hogs in the South	Gray, Dan T. United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:411	ia	IUNC	https://catalog.hathitrust.org/Record/102467092	Full View
Soil conservation	Spillman, W. J. (William Jasper) United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:406	ia	IUNC	https://catalog.hathitrust.org/Record/102467091	Full View
Oats	Warburton, C. W. (Clyde William), 1879-1950. United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:420	ia	IUNC	https://catalog.hathitrust.org/Record/102467097	Full View
Game laws for 1910	Oldys, Henry. Earnshaw, Frank L. Brewster, C. E. United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:418	ia	IUNC	https://catalog.hathitrust.org/Record/102467096	Full View
The production of cigar-leaf tobacco in Pennsylvania	Frear, William, 1860-1922. Hibshman, E. K. United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:416	ia	IUNC	https://catalog.hathitrust.org/Record/102467095	Full View
Experiment station work, LX	United States. Office of Experiment Stations. United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:425	ia	IUNC	https://catalog.hathitrust.org/Record/102467098	Full View
Seed corn	Hartley, C. P. (Charles Pinckney), 1879- United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:415	ia	IUNC	https://catalog.hathitrust.org/Record/102467094	Full View
Corn cultivation	Hartley, C. P. (Charles Pinckney), 1870- United States. Department of Agriculture.	U.S. Dept. of Agriculture ; G.P.O.,	1910	A 1.9:414	ia	IUNC	https://catalog.hathitrust.org/Record/102467093	Full View
Guide to public health practice	Smoking, Tobacco, and Cancer Program (U.S.) Association of State and Territorial Health Officials (U.S.)	U.S. Dept. of Health and Human Services, Public Health Service, National Institutes of Health,	1990	HE 20.3158:P 96/2	google	UCSD	https://catalog.hathitrust.org/Record/3197278	Full View
Science and the challenges ahead	National Science Board (U.S.)	The Board : For sale by the Supt. of Docs., U.S. G.P.O.,	1974	NS 1.28:74-1	google	UCSD	https://catalog.hathitrust.org/Record/102452954	Full View
