title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Effect of irradiation on developing protein-synthesizing systems	Schjeide, Ole A., Simons, Sue, author. Ragan, Nancy, author. University of California, Los Angeles, issuing body. U.S. Atomic Energy Commission, issuing body.	University of California, Department and Laboratories of Nuclear Medicine and Radiation Biology,	1961	Y 3.AT 7:22/UCLA-480	google	GWLA	https://catalog.hathitrust.org/Record/102479076	Full View
The hippuran I¹³¹ renocystogram in chronic pyelonephritis	Dore, E. K., Johnson, D. E., author. Taplin, G. K., author. University of California, Los Angeles, issuing body. U.S. Atomic Energy Commission, issuing body.	University of California, Department and Laboratories of Nuclear Medicine and Radiation Biology,	1961	Y 3.AT 7:22/UCLA-490	google	GWLA	https://catalog.hathitrust.org/Record/102479079	Full View
Photographic dosimetry	Brisbane, Ruth W., Silverman, Louis B., compiler. University of California, Los Angeles. School of Medicine, issuing body. U.S. Atomic Energy Commission, issuing body.	;	1963	Y 3.AT 7:22/UCLA-516	google	GWLA	https://catalog.hathitrust.org/Record/102479082	Full View
Biennial census: 1935	United States. Bureau of the Census.	U.S. Govt. print. off.,	1937		google	OSU	https://catalog.hathitrust.org/Record/102494360	Full View
Selected biological references applicable to water treatment	United States. Division of Water Supply and Pollution Control. Ingram, William Marcus, 1913-1967.		1952		google	OSU	https://catalog.hathitrust.org/Record/102494371	Full View
Balancing labor and land resources for wartime production	Downing, James C. Grigsby, E. Earl. Council, James C. United States. Bureau of Agricultural Economics.	U.S. Dept. of Agriculture, Bureau of Agricultural Economics,	1943	A 36.118:39	google	OSU	https://catalog.hathitrust.org/Record/102494777	Limited View
X-ray diffraction data for aromatic	Ergun, Sabri. Smith, Robert Wilson, 1916- joint author. Donaldson, W. F., joint author.	U. S. Dept. of the Interior, Bureau of Mines; [for sale by the Superintendent of Documents, U. S. Govt. Print. Off.,	1965		google	OSU	https://catalog.hathitrust.org/Record/102495156	Full View
Theoretical performance of JP-4 fuel and liquid oxygen as a rocket propellant	Huff, Vearl N. Fortini, Anthony. United States. National Advisory Committee for Aeronautics.	National Advisory Committee for Aeronautics,	1956		google	OSU	https://catalog.hathitrust.org/Record/102495965	Full View
Your child from 1 to 6	United States. Children's Bureau.	U. S. Government Printing Office,	1972		google	OSU	https://catalog.hathitrust.org/Record/102494775	Full View
Surface waves generated by explosions in shallow water	Bottin, Robert R. Fowler, Jimmy E. U.S. Army Engineer Waterways Experiment Station. Coastal Engineering Research Center (U.S.) United States. Defense Nuclear Agency.	U.S. Army Engineer Waterways Experiment Station,	1990		google	OSU	https://catalog.hathitrust.org/Record/102494260	Full View
Waves and cavities generated by explosions in shallow water	Bottin, Robert R. U.S. Army Engineer Waterways Experiment Station. Coastal Engineering Research Center (U.S.) United States. Defense Nuclear Agency.	U.S. Army Engineer Waterways Experiment Station,	1991		google	OSU	https://catalog.hathitrust.org/Record/102494261	Full View
Exponential-time constitutive law for Palo Duro Unit 4 salt from the J. Friemel no. 1 well	Senseny, Paul E. Mellegard, Kirby D. Pfeifle, Tom W. RE/SPEC Inc. Battelle Memorial Institute. Office of Nuclear Waste Isolation.	Battelle Memorial Institute, Office of Nuclear Waste Isolation ; Available from National Technical Information Service,	1986		google	OSU	https://catalog.hathitrust.org/Record/102494567	Full View
Zimmer Conversion Project, Clermont County, Ohio	United States. Army. Corps of Engineers. Louisville District.	US Army Corps of Engineers,	1987		google	OSU	https://catalog.hathitrust.org/Record/102494055	Limited View
The U.S. rice industry	Setia, Parveen. United States. Department of Agriculture. Economic Research Service.	U.S. Dept. of Agriculture, Economic Research Service,	1994		google	OSU	https://catalog.hathitrust.org/Record/102494944	Full View
Research and innovation in the building regulatory process	NBS/NCSBCS Joint Conference on Research and Innovation in the Building Regulatory Process (2d : 1977 : Bozeman, Mont.) Cooke, Patrick W. National Conference of States on Building Codes and Standards. United States. National Bureau of Standards.	U.S. Dept. of Commerce, National Bureau of Standards,	1977		google	OSU	https://catalog.hathitrust.org/Record/102495187	Limited View
Energy from heat in the earth	Ravenholt, Albert.	American Universities Field Staff, inc.,	1977		google	OSU	https://catalog.hathitrust.org/Record/102495308	Full View
Grain and feed statistics through 1956	United States. Agricultural Marketing Service.	U.S. Dept. of Agriculture, Agricultural Marketing Service, Agricultural Economics Division,	1957	A 1.34:159/2	google	OSU	https://catalog.hathitrust.org/Record/102496030	Full View
Ambient water quality criteria for trichloroethylene	United States. Environmental Protection Agency. Office of Water Regulations and Standards. Criteria & Standards Division.	The Office ; Available through National Technical Information Service,	1980	EP 1.29/3:T 73	google	OSU	https://catalog.hathitrust.org/Record/3243189	Full View
Measurements of runway roughness of four commercial airports	Potter, Dexter M. United States. National Advisory Committee for Aeronautics.	National Advisory Committee for Aeronautics,	1957		google	OSU	https://catalog.hathitrust.org/Record/102495167	Limited View
Ohio's growth and development must consider the land	United States. Department of Agriculture. Committee for Ohio Rural Development.	The Committee,	1973		google	OSU	https://catalog.hathitrust.org/Record/102495530	Full View
A Guide for non-profit institutions	United States. Department of Health, Education, and Welfare.	U.S. Dept. of Health, Education, and Welfare,	1974		google	OSU	https://catalog.hathitrust.org/Record/102495704	Full View
Analysis of truck related fatalities, and disabling injuries at metal and nonmetal surface mines	Miller, Wayne K. United States. Mining Enforcement and Safety Administration.	U.S. Dept. of the Interior, Mining Enforcement and Safety Administration,	1975		google	OSU	https://catalog.hathitrust.org/Record/102494851	Full View
Problems of drug dependence, 1994	College on Problems of Drug Dependence (U.S.). Scientific Meeting (56th : 1994) Harris, Louis S. National Institute on Drug Abuse.	U.S. Dept. of Health and Human Services, Public Health Service, National Institutes of Health, National Institute on Drug Abuse,	1995		google	OSU	https://catalog.hathitrust.org/Record/102495039	Full View
The national tree-list layer	Drury, Stacy Allen. Herynk, Jason M. Rocky Mountain Research Station (Fort Collins, Colo.)	U.S. Dept. of Agriculture, Forest Service, Rocky Mountain Research Station,	2011	A 13.88:RMRS-GTR-	google	OSU	https://catalog.hathitrust.org/Record/102496021	Full View
Licensed optometrists, 1973	United States. Bureau of Health Resources Development. Division of Manpower Intelligence. American Optometric Association. Optometric Manpower Resources Project. International Association of Boards of Examiners in Optometry.	The Bureau,	1973		google	OSU	https://catalog.hathitrust.org/Record/102494342	Full View
Pulmonary mycotic infections	National Library of Medicine (U.S.) Bocker, Dorothy, 1888-	Public Health Service,	1961		google	OSU	https://catalog.hathitrust.org/Record/102494472	Limited View
Federal laws, public facility loans and grants advances for reserve of planned public works	United States. Housing and Home Finance Agency.	Housing and Home Finance Agency,	1963		google	OSU	https://catalog.hathitrust.org/Record/102495427	Full View
Statement, regulations and directives of the Loyalty Review Board	United States. Loyalty Review Board.	U.S. Civil Service Commission, Loyalty Review Board,	1951		google	OSU	https://catalog.hathitrust.org/Record/102495474	Full View
The constitution and you	Alexis, Francis. U.W.I./US. AID Caribbean Justice Improvement Project.	UWI/USAID Caribbean Justice Improvement Project,	1991		google	OSU	https://catalog.hathitrust.org/Record/102494973	Limited View
Title IX athletics investigator's manual	Bonnette, Valerie M. Daniel, Lamar. United States. Department of Education.	Office for Civil Rights, Dept. of Education,	1990		google	OSU	https://catalog.hathitrust.org/Record/102495083	Limited View
Separation of powers and the National Labor Relations Board	Wason, James R. Library of Congress. Congressional Research Service. United States. Congress. Senate. Committee on the Judiciary.	U.S.G.P.O.,	1973		google	OSU	https://catalog.hathitrust.org/Record/10464922	Full View
Report of the Discovery Oversight Committee to the United States District Court for the Eastern District of New York	United States. District Court (New York : Eastern District) Discovery Oversight Committee. Struve, Guy Miller. Wesley, Edwin J.	The Court,	1986		google	OSU	https://catalog.hathitrust.org/Record/102494875	Full View
A guide to the legislative history of the federal magistrate judges system	United States. Administrative Office of the United States Courts. Magistrate Judges Division.	Magistrate Judges Division, Administrative Office of the United States Courts,	1995		google	OSU	https://catalog.hathitrust.org/Record/102495142	Full View
Customs regulations of the United States	U.S. Customs Service. Office of Regulations & Rulings.	Dept. of the Treasury, U.S. Customs Service, Office of Regulations & Rulings : [For sale by the Supt. of Docs., U.S. G.P.O.],	1989	T 17.9:989	google	OSU	https://catalog.hathitrust.org/Record/102495155	Full View
President's Council on Integrity and Efficiency	President's Council on Integrity and Efficiency (U.S.)	The Council,	1992		google	OSU	https://catalog.hathitrust.org/Record/102495201	Full View
Guide to the law library	Library of Congress. Law Library.	The Library,	1976		google	OSU	https://catalog.hathitrust.org/Record/102495260	Full View
Administrative Procedure Act	United States. Congress. Senate. Committee on the Judiciary. United States. Congress. House. Committee on the Judiciary. United States. Congress (79th, 2nd session : 1946) United States. 60 Stat. 237. United States.	U.S. G.P.O.,	1946		google	OSU	https://catalog.hathitrust.org/Record/102495400	Full View
Demands of congressional committees for executive papers	United States. Department of Justice. Office of Public Information.	The Dept. of Justice,	1953		google	OSU	https://catalog.hathitrust.org/Record/102495482	Full View
Reference manual on scientific evidence	Federal Judicial Center.	Federal Judicial Center,	2000		google	OSU	https://catalog.hathitrust.org/Record/102495331	Limited View
Local rules	United States. Court of Appeals (6th Circuit)	Office of the Clerk],	1988		google	OSU	https://catalog.hathitrust.org/Record/102495341	Limited View
Legislative history of the Central Intelligence Agency as documented in published Congressional sources	Williams, Grover S. Library of Congress. Congressional Research Service.	Congressional Research Service, Library of Congress,	1975		google	OSU	https://catalog.hathitrust.org/Record/102493963	Full View
Recommended procedures for protracted hearings before administrative agencies	Administrative Conference of the United States. Committee on Information and Education.	s.n.]	1963		google	OSU	https://catalog.hathitrust.org/Record/102494992	Full View
Judge's deskbook on court ADR	National ADR Institute for Federal Judges (1993 : Harvard Law School) Stienstra, Donna. Shaw, Margaret L. Plapinger, Elizabeth S.	Federal Judicial Center : [Distributed by U.S. G.P.O.,	1993		google	OSU	https://catalog.hathitrust.org/Record/102495041	Full View
Speedy trial act of 1974	United States. Congress. Senate. Committee on the Judiciary.	U.S. G.P.O.,	1974		google	OSU	https://catalog.hathitrust.org/Record/102495472	Full View
The authority and suitability of military commissions to try the September 11th terrorists	Miller, Michele McAninch. Army War College (U.S.)	U.S. Army War College,	2002		google	OSU	https://catalog.hathitrust.org/Record/102495543	Full View
ADR guidebook	United States. Court of Appeals (9th Circuit). Standing Committee on Alternative Dispute Resolution. United States. Court of Appeals (9th Circuit). Office of the Circuit Executive.	Office of the Circuit Executive,	2003		google	OSU	https://catalog.hathitrust.org/Record/102495560	Full View
Laws and treaties of the United States relevant to marine mammal protection policy	Gaines, Sanford E. Schmidt, Dale. United States. Marine Mammal Commission. Environmental Law Institute.	National Technical Information Service,	1978		google	OSU	https://catalog.hathitrust.org/Record/10395686	Limited View
Funding federal civil rights enforcement	United States Commission on Civil Rights.	U.S. Commission on Civil Rights,	2003		google	OSU	https://catalog.hathitrust.org/Record/10500404	Full View
Pre-trial procedure	Murrah, Alfred P. (Alfred Paul), 1904-1975. United States. Administrative Office of the United States Courts.	Administrative Office of the United States Courts,	1953		google	OSU	https://catalog.hathitrust.org/Record/102495884	Full View
The law of weather modification	Davis, R. J. (Ray Jay) Gries, J. C. Howe, Joseph D.	University of Arizona, College of Law],	1967		google	OSU	https://catalog.hathitrust.org/Record/102495525	Full View
Military justice, trial procedure	United States. Department of the Army.	U.S. G.P.O.?],	1964		google	OSU	https://catalog.hathitrust.org/Record/102495647	Full View
Report of the Task Force on the Administration of Military Justice in the Armed Forces	United States. Task Force on the Administration of Military Justice in the Armed Forces.	For sale by the Supt. of Docs., U.S. G.P.O.,	1972		google	OSU	https://catalog.hathitrust.org/Record/102495649	Full View
Military law and military justice	United States. Court of Military Appeals. Law Library.		1972		google	OSU	https://catalog.hathitrust.org/Record/10413501	Full View
Military justice	United States. Department of the Army.	Headquarters, Dept. of the Army,	1968		google	OSU	https://catalog.hathitrust.org/Record/102495651	Full View
Military justice handbook	United States. Department of the Army.	Dept. of Defense], Dept. of the Army, Headquarters,	1970		google	OSU	https://catalog.hathitrust.org/Record/102495656	Full View
Road to resolution	National Institute for Dispute Resolution (U.S.) United States. Federal Trade Commission.	The Commission,	1993		google	OSU	https://catalog.hathitrust.org/Record/102495030	Full View
Corporations and the sentencing guidelines for environmental crimes	Cohen, Benedict S.	National Legal Center for Public Interest,	1993		google	OSU	https://catalog.hathitrust.org/Record/102495084	Full View
Legislative history of professional standards review organization	United States. Health Care Financing Administration.	Dept. of Health, Education, and Welfare, Health Care Financing Administration, Health Standards and Quality Bureau ; reproduced by National Technical Information Service,	1977		google	OSU	https://catalog.hathitrust.org/Record/102495646	Full View
New Title 28, United States Code	United States.	West Pub. Co. ; Edward Thompson Co.,	1948		google	OSU	https://catalog.hathitrust.org/Record/102495724	Limited View
Improved judicial machinery for the selection of federal juries	United States. Congress. Senate. Committee on the Judiciary.	U.S. G.P.O.,	1967		google	OSU	https://catalog.hathitrust.org/Record/102495773	Full View
Potential problem with federal tax system postemployment conflicts of interest can be prevented	United States. General Accounting Office.	The Office,	1981	GA 1.13:GGD-81-87	google	OSU	https://catalog.hathitrust.org/Record/102495795	Full View
Announcement	United States. Supreme Court.		1960		google	OSU	https://catalog.hathitrust.org/Record/102495837	Limited View
The effect of offer-of-settlement rules on the terms of settlement	Bebchuk, Lucian A. Chang, Howard F. (Howard Fenghau) National Bureau of Economic Research.	National Bureau of Economic Research,	1998		google	OSU	https://catalog.hathitrust.org/Record/102495188	Full View
Implementation of the Americans with Disabilities Act	National Council on Disability (U.S.)	William S. Hein,	2007		google	OSU	https://catalog.hathitrust.org/Record/102495963	Full View
Nicaraguan income tax service	Nicaragua. Foreign Tax Law Association.	The Association,	1968		google	OSU	https://catalog.hathitrust.org/Record/102495980	Full View
National housing act as amended and provisions of other laws pertaining to the Federal Housing Administration	United States. United States. Federal Housing Administration.		1951		google	OSU	https://catalog.hathitrust.org/Record/102495905	Limited View
Catalog of Federal tax forms, form letters, and notices	United States. Internal Revenue Service.	IRS : For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1980		google	OSU	https://catalog.hathitrust.org/Record/102495876	Full View
Institutions for water planning	Hart, Gary Warren.	National Water Commission,	1972		google	OSU	https://catalog.hathitrust.org/Record/102495907	Full View
Pleadings manual	United States. National Labor Relations Board. Office of the General Counsel.	For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1979		google	OSU	https://catalog.hathitrust.org/Record/102495912	Full View
Comprehensive tax guide to U.S. Civil Service retirement benefits	United States. Internal Revenue Service.	The Service :[for sale by the Supt. of Docs., U.S. Govt. Print. Off.],	1978		google	OSU	https://catalog.hathitrust.org/Record/102495924	Full View
National Labor Relations Board field manual	United States. National Labor Relations Board. Office of the General Counsel.	U.S. Govt. Print. Off.],	1967		google	OSU	https://catalog.hathitrust.org/Record/102495932	Limited View
Manual for Courts-Martial, United States	United States.	National Archives of the United States,	1984		google	OSU	https://catalog.hathitrust.org/Record/102495933	Full View
Energy from the West	University of Oklahoma. Science and Public Policy Program. White, Irvin L., 1932- Radian Corporation. United States. Environmental Protection Agency. Office of Energy, Minerals, and Industry.	Environmental Protection Agency, Office of Research and Development, Office of Energy, Minerals, and Industry ; available through the National Technical Information Service,	1979	EP 1.23/8:600/7-79-060	google	MIU	https://catalog.hathitrust.org/Record/3164538	Full View
Bristol Bay, Alaska	Branson, John B.	National Park Service, Alaska Support Office,	1998		google	MIU	https://catalog.hathitrust.org/Record/3333485	Full View
Financial statistics of institutions of higher education	Brandt, Norman J. National Center for Education Statistics.	National Center for Education Statistics : for sale by the Supt. of Docs., U.S.G.P.O.,	1981		google	OSU	https://catalog.hathitrust.org/Record/102494021	Full View
Closed-Circuit Televising of Testimony of Children Who Are Victims of Abuse Grant Program, fiscal year 1999	United States. Bureau of Justice Assistance.	U.S. Dept. of Justice, Office of Justice Programs, Bureau of Justice Assistance,	1999	J 26.8:T 28/999	google	OSU	https://catalog.hathitrust.org/Record/102495264	Full View
Liability and legal issues in juvenile restitution	Feinman, Howard F. United States. Office of Juvenile Justice and Delinquency Prevention. Restitution Education, Specialized Training, and Technical Assistance Program (U.S.)	RESTTA,	1990		google	OSU	https://catalog.hathitrust.org/Record/102495268	Full View
The context for village-level development in Hanang District, Tanzania	Thomas, Garry. USAID/Tanzania.	USAID/Tanzania,	1978		google	NRLF	https://catalog.hathitrust.org/Record/102497892	Limited View
Proposed motorcycle noise emission regulations	United States. Office of Noise Abatement and Control.	EPA,	1977		google	MIU	https://catalog.hathitrust.org/Record/3190896	Full View
Oil and gas R&D programs	United States. Office of Natural Gas and Petroleum Technology. United States. Office of Fossil Energy.	Office of Fossil Energy, U.S. Dept. of Energy,	1997		google	MIU	https://catalog.hathitrust.org/Record/3313852	Full View
The child from one to six	United States. Children's Bureau.	G.P.O.,	1935		google	OSU	https://catalog.hathitrust.org/Record/102495692	Limited View
Student work sheet	United States. Bureau of Labor Standards.	U.S. Govt. Print. Off.,	1964		google	OSU	https://catalog.hathitrust.org/Record/102494804	Full View
I. leprosy	National Institutes of Health (U.S.)	United States Government Printing Office,	1940		google	OSU	https://catalog.hathitrust.org/Record/102495401	Limited View
Principles and recommendations for early childhood assessments	United States. National Education Goals Panel. Goal 1 Early Childhood Assessments Resource Group. Wurtz, Emily. Kagan, Sharon Lynn. Shepard, Lorrie A.	National Education Goals Panel,	1998		google	OSU	https://catalog.hathitrust.org/Record/102495157	Limited View
Australia and New Zealand	Scobell, Andrew. Army War College (U.S.). Strategic Studies Institute.	Strategic Studies Institute, U.S. Army War College,	2003		google	OSU	https://catalog.hathitrust.org/Record/102495500	Full View
El Salvador, the search for peace	Howard, Norman, 1942- United States. Department of State. Bureau of Public Affairs.	U.S. Dept. of State, Bureau of Public Affairs,	1981		google	OSU	https://catalog.hathitrust.org/Record/102495699	Full View
Good teeth	Cady, Frank C. (Frank Coleman), 1889- Knutson, John W., 1907- United States. Public Health Service.	Federal Security Agency, Public Health Service,	1948		google	OSU	https://catalog.hathitrust.org/Record/102494812	Full View
Detailed instructions for the performance of the dissolved oxygen and biochemical oxygen demand tests	Theriault, Emery J. (Emery Joseph), 1890-	U.S. Govt. print. off.,	1931		google	OSU	https://catalog.hathitrust.org/Record/102494815	Full View
Presidential inability and vacancies in the office of the Vice President	United States. Congress. Senate. Committee on the Judiciary.	U.S. Govt. Print. Off.,	1964		google	OSU	https://catalog.hathitrust.org/Record/102493946	Full View
A celebration or a wake?	Coalition for Juvenile Justice (U.S.)	The Coalition,	1998		google	OSU	https://catalog.hathitrust.org/Record/102495291	Full View
Index to the legislative history of the Steamship conference/dual rate law, Public law 87-346 (75 Stat. 762)	United States. Congress. Senate. Committee on Commerce. Engle, Clair, 1911-1964. United States.	U.S. Govt. Print. Off.,	1962		google	OSU	https://catalog.hathitrust.org/Record/102495384	Full View
Economic growth and tax relief reconciliation act of 2001 (H.R. 1836)	United States. Research Institute of America, inc.	Research Institute of America,	2001		google	OSU	https://catalog.hathitrust.org/Record/102495403	Limited View
Protecting the rights of the American indian	United States. Congress. Senate. Committee on the Judiciary. United States. Congress. Senate.	U.S. G.P.O.,	1968		google	OSU	https://catalog.hathitrust.org/Record/102495465	Full View
America's challenges in an unstable world	Scott, Frances K. United States Air Force Academy. Library.	United States Air Force Academy,	2002	D 305.12:100	google	OSU	https://catalog.hathitrust.org/Record/102495538	Full View
Mail fraud laws ...	United States Postal Service.	GPO,	1970		google	OSU	https://catalog.hathitrust.org/Record/102495585	Full View
Tax reform for fairness, simplicity, and economic growth	United States. Department of the Treasury. Office of the Secretary. Regan, Donald T.	Prentice-Hall,	1984		google	OSU	https://catalog.hathitrust.org/Record/102495807	Full View
The Federal judicial system	United States. Congress. Senate. Committee on the Judiciary. Subcommittee on Improvements in Judicial Machinery.	U.S. G.P.O.,	1966		google	OSU	https://catalog.hathitrust.org/Record/102495775	Full View
Legal Services Corporation Act of 1974	United States. Congress (93rd, 2nd : 1974)	U.S. G.P.O.,	1974		google	OSU	https://catalog.hathitrust.org/Record/102495871	Full View
Interstate taxation act	United States. Congress. House. Committee on the Judiciary.	U.S. G.P.O.,	1967		google	OSU	https://catalog.hathitrust.org/Record/102495953	Full View
Report of the Committee on Standards of Official Conduct	United States. Congress. House. Committee on Standards of Official Conduct.	U.S. G.P.O.,	1968		google	OSU	https://catalog.hathitrust.org/Record/102495814	Full View
Tax adjustment act of 1966	United States.	Commerce Clearing House,	1966		google	OSU	https://catalog.hathitrust.org/Record/102495892	Limited View
Marking of steel containers	United States. Congress. House. Committee on Interstate and Foreign Commerce.	U.S. G.P.O.,	1964		google	OSU	https://catalog.hathitrust.org/Record/102495926	Full View
Economic cost-benefit and risk analysis of results of mobile home safety research	Technology + Economics, Inc.	U.S. Dept. of Housing and Urban Development, Office of Policy Development and Research,	1980		google	MIU	https://catalog.hathitrust.org/Record/208415	Full View
Hardware package and workshop development for homeowner solar water heater	Mumma, Stanley A. United States. Dept. of Energy. Small-Scale Appropriate Energy Technology Grants Program.	U.S. Dept. of Energy, Pacific Southwest Region,	1980		google	MIU	https://catalog.hathitrust.org/Record/316795	Full View
Building value into housing, 1980 awards	Steven Winter Associates. United States. Department of Housing and Urban Development. Office of Policy Development and Research.	The Office,	1981		google	MIU	https://catalog.hathitrust.org/Record/98378	Full View
Environmental statistics 1978	Council on Environmental Quality (U.S.)	The Council ; available from National Technical Information Service,	1979		google	MIU	https://catalog.hathitrust.org/Record/755408	Full View
Outlook, 1990-2005	United States. Bureau of Labor Statistics.	U.S. Dept. of Labor, Bureau of Labor Statistics,	1992		google	MIU	https://catalog.hathitrust.org/Record/3451052	Full View
Proceedings of the Meeting on Low Level Radioactive Waste held at Incline Village, Nevada, February 20-21, 1980	Meeting on Low Level Radioactive Waste (1980 : Incline Village, Nev.) U.S. Nuclear Regulatory Commission. Office of State Programs. Nevada. Department of Human Resources.	Office of State Programs, U.S. Nuclear Regulatory Commission : Available from GPO Sales Program, Division of Technical Information and Document Control, U.S. Nuclear Regulatory Commission ; National Technical Information Service,	1980	Y 3.N 88:27/0013	google	MIU	https://catalog.hathitrust.org/Record/3107646	Full View
Freedom of Information Act handbook	U.S. Nuclear Regulatory Commission. Division of Rules and Records. Office of Information and Resources Management.	U.S. Nuclear Regulatory Commission, Division of Rules and Records, Office of Information and Resources Management,	1988	Y 3.N 88:31/0124	google	MIU	https://catalog.hathitrust.org/Record/3189300	Full View
Operation of the Analytical Methodology Information Center	Darby, Ralph L. Little, Robert L.	Office of Research and Monitoring, U.S. Environmental Protection Agency,	1973		google	MIU	https://catalog.hathitrust.org/Record/3189407	Full View
